date,year,month,month_name,day,day_name,week_of_year,quarter
2010-08-05,2010,8,August,5,Thursday,31,3
2008-05-15,2008,5,May,15,Thursday,20,2
2018-02-01,2018,2,February,1,Thursday,5,1
1985-07-30,1985,7,July,30,Tuesday,31,3
2014-05-28,2014,5,May,28,Wednesday,22,2
1995-04-22,1995,4,April,22,Saturday,16,2
2011-12-02,2011,12,December,2,Friday,48,4
1956-07-14,1956,7,July,14,Saturday,28,3
1998-06-24,1998,6,June,24,Wednesday,26,2
2014-03-15,2014,3,March,15,Saturday,11,1
1990-09-08,1990,9,September,8,Saturday,36,3
1978-02-06,1978,2,February,6,Monday,6,1
1987-09-16,1987,9,September,16,Wednesday,38,3
1987-12-10,1987,12,December,10,Thursday,50,4
1983-04-20,1983,4,April,20,Wednesday,16,2
2001-10-14,2001,10,October,14,Sunday,41,4
1981-01-22,1981,1,January,22,Thursday,4,1
2021-03-30,2021,3,March,30,Tuesday,13,1
1977-05-06,1977,5,May,6,Friday,18,2
2015-04-02,2015,4,April,2,Thursday,14,2
2017-01-23,2017,1,January,23,Monday,4,1
1985-05-22,1985,5,May,22,Wednesday,21,2
2020-12-05,2020,12,December,5,Saturday,49,4
1990-07-11,1990,7,July,11,Wednesday,28,3
2016-04-20,2016,4,April,20,Wednesday,16,2
1964-11-27,1964,11,November,27,Friday,48,4
2009-08-22,2009,8,August,22,Saturday,34,3
2020-02-14,2020,2,February,14,Friday,7,1
2002-01-22,2002,1,January,22,Tuesday,4,1
2010-10-23,2010,10,October,23,Saturday,42,4
1972-11-23,1972,11,November,23,Thursday,47,4
2001-02-28,2001,2,February,28,Wednesday,9,1
2018-08-16,2018,8,August,16,Thursday,33,3
2017-03-21,2017,3,March,21,Tuesday,12,1
2017-06-12,2017,6,June,12,Monday,24,2
2017-07-15,2017,7,July,15,Saturday,28,3
1995-08-30,1995,8,August,30,Wednesday,35,3
2020-06-30,2020,6,June,30,Tuesday,27,2
2002-02-21,2002,2,February,21,Thursday,8,1
1987-10-15,1987,10,October,15,Thursday,42,4
1986-10-27,1986,10,October,27,Monday,44,4
2015-12-05,2015,12,December,5,Saturday,49,4
1996-10-09,1996,10,October,9,Wednesday,41,4
1988-02-26,1988,2,February,26,Friday,8,1
2005-05-31,2005,5,May,31,Tuesday,22,2
1963-04-29,1963,4,April,29,Monday,18,2
2015-02-18,2015,2,February,18,Wednesday,8,1
2020-03-12,2020,3,March,12,Thursday,11,1
2022-06-23,2022,6,June,23,Thursday,25,2
1992-09-24,1992,9,September,24,Thursday,39,3
1995-04-21,1995,4,April,21,Friday,16,2
2008-01-06,2008,1,January,6,Sunday,1,1
2021-01-07,2021,1,January,7,Thursday,1,1
2002-01-15,2002,1,January,15,Tuesday,3,1
2007-10-30,2007,10,October,30,Tuesday,44,4
1977-04-01,1977,4,April,1,Friday,13,2
2016-04-11,2016,4,April,11,Monday,15,2
2005-10-04,2005,10,October,4,Tuesday,40,4
1971-02-25,1971,2,February,25,Thursday,8,1
1992-02-27,1992,2,February,27,Thursday,9,1
2020-03-03,2020,3,March,3,Tuesday,10,1
2002-07-09,2002,7,July,9,Tuesday,28,3
1972-02-05,1972,2,February,5,Saturday,5,1
2006-09-27,2006,9,September,27,Wednesday,39,3
2010-12-24,2010,12,December,24,Friday,51,4
1993-11-08,1993,11,November,8,Monday,45,4
2010-05-13,2010,5,May,13,Thursday,19,2
1965-01-01,1965,1,January,1,Friday,53,1
1978-02-18,1978,2,February,18,Saturday,7,1
1971-04-02,1971,4,April,2,Friday,13,2
2019-05-11,2019,5,May,11,Saturday,19,2
1980-10-31,1980,10,October,31,Friday,44,4
1952-10-01,1952,10,October,1,Wednesday,40,4
1996-12-31,1996,12,December,31,Tuesday,1,4
2011-08-24,2011,8,August,24,Wednesday,34,3
1994-08-25,1994,8,August,25,Thursday,34,3
2019-01-19,2019,1,January,19,Saturday,3,1
1987-08-10,1987,8,August,10,Monday,33,3
1974-11-12,1974,11,November,12,Tuesday,46,4
2016-05-24,2016,5,May,24,Tuesday,21,2
2009-07-01,2009,7,July,1,Wednesday,27,3
2019-11-28,2019,11,November,28,Thursday,48,4
2001-06-19,2001,6,June,19,Tuesday,25,2
2018-10-28,2018,10,October,28,Sunday,43,4
1990-11-29,1990,11,November,29,Thursday,48,4
1971-10-29,1971,10,October,29,Friday,43,4
2013-10-13,2013,10,October,13,Sunday,41,4
2015-06-25,2015,6,June,25,Thursday,26,2
2015-03-12,2015,3,March,12,Thursday,11,1
2011-10-27,2011,10,October,27,Thursday,43,4
2007-11-11,2007,11,November,11,Sunday,45,4
1986-04-07,1986,4,April,7,Monday,15,2
1974-04-19,1974,4,April,19,Friday,16,2
2017-02-04,2017,2,February,4,Saturday,5,1
2020-11-01,2020,11,November,1,Sunday,44,4
1958-08-25,1958,8,August,25,Monday,35,3
1970-10-21,1970,10,October,21,Wednesday,43,4
2005-10-18,2005,10,October,18,Tuesday,42,4
2003-04-09,2003,4,April,9,Wednesday,15,2
1995-03-10,1995,3,March,10,Friday,10,1
2016-06-14,2016,6,June,14,Tuesday,24,2
2002-03-31,2002,3,March,31,Sunday,13,1
2007-09-07,2007,9,September,7,Friday,36,3
1981-12-11,1981,12,December,11,Friday,50,4
2004-09-05,2004,9,September,5,Sunday,36,3
1976-09-18,1976,9,September,18,Saturday,38,3
2013-10-21,2013,10,October,21,Monday,43,4
1991-01-11,1991,1,January,11,Friday,2,1
2011-09-27,2011,9,September,27,Tuesday,39,3
1974-01-02,1974,1,January,2,Wednesday,1,1
2017-01-28,2017,1,January,28,Saturday,4,1
2018-03-01,2018,3,March,1,Thursday,9,1
1971-04-28,1971,4,April,28,Wednesday,17,2
2000-08-07,2000,8,August,7,Monday,32,3
2011-10-31,2011,10,October,31,Monday,44,4
2015-05-17,2015,5,May,17,Sunday,20,2
1955-06-15,1955,6,June,15,Wednesday,24,2
1990-11-05,1990,11,November,5,Monday,45,4
1965-09-22,1965,9,September,22,Wednesday,38,3
1985-08-10,1985,8,August,10,Saturday,32,3
1987-08-13,1987,8,August,13,Thursday,33,3
2013-05-07,2013,5,May,7,Tuesday,19,2
1983-05-10,1983,5,May,10,Tuesday,19,2
1973-10-15,1973,10,October,15,Monday,42,4
2004-02-23,2004,2,February,23,Monday,9,1
2021-12-27,2021,12,December,27,Monday,52,4
2005-03-31,2005,3,March,31,Thursday,13,1
1992-06-25,1992,6,June,25,Thursday,26,2
2010-01-05,2010,1,January,5,Tuesday,1,1
2015-12-10,2015,12,December,10,Thursday,50,4
1999-09-07,1999,9,September,7,Tuesday,36,3
2009-04-07,2009,4,April,7,Tuesday,15,2
2016-04-28,2016,4,April,28,Thursday,17,2
2020-08-04,2020,8,August,4,Tuesday,32,3
1959-12-04,1959,12,December,4,Friday,49,4
1993-06-01,1993,6,June,1,Tuesday,22,2
2014-04-11,2014,4,April,11,Friday,15,2
2000-09-24,2000,9,September,24,Sunday,38,3
2012-08-13,2012,8,August,13,Monday,33,3
2000-05-05,2000,5,May,5,Friday,18,2
1998-08-12,1998,8,August,12,Wednesday,33,3
2006-07-06,2006,7,July,6,Thursday,27,3
1990-08-07,1990,8,August,7,Tuesday,32,3
1986-02-07,1986,2,February,7,Friday,6,1
2003-04-25,2003,4,April,25,Friday,17,2
1977-03-15,1977,3,March,15,Tuesday,11,1
2019-03-28,2019,3,March,28,Thursday,13,1
1972-10-01,1972,10,October,1,Sunday,39,4
2016-06-01,2016,6,June,1,Wednesday,22,2
2013-05-19,2013,5,May,19,Sunday,20,2
2019-11-15,2019,11,November,15,Friday,46,4
1978-06-02,1978,6,June,2,Friday,22,2
1989-09-10,1989,9,September,10,Sunday,36,3
1964-02-28,1964,2,February,28,Friday,9,1
2010-11-04,2010,11,November,4,Thursday,44,4
2006-11-03,2006,11,November,3,Friday,44,4
2019-08-05,2019,8,August,5,Monday,32,3
1965-07-01,1965,7,July,1,Thursday,26,3
1959-01-01,1959,1,January,1,Thursday,1,1
2002-08-01,2002,8,August,1,Thursday,31,3
2010-12-04,2010,12,December,4,Saturday,48,4
2015-12-14,2015,12,December,14,Monday,51,4
2014-07-28,2014,7,July,28,Monday,31,3
1966-07-01,1966,7,July,1,Friday,26,3
1964-03-01,1964,3,March,1,Sunday,9,1
2008-11-20,2008,11,November,20,Thursday,47,4
2021-11-09,2021,11,November,9,Tuesday,45,4
2010-03-12,2010,3,March,12,Friday,10,1
2008-12-09,2008,12,December,9,Tuesday,50,4
1989-04-05,1989,4,April,5,Wednesday,14,2
2009-08-04,2009,8,August,4,Tuesday,32,3
1982-03-13,1982,3,March,13,Saturday,10,1
2008-04-12,2008,4,April,12,Saturday,15,2
2011-08-16,2011,8,August,16,Tuesday,33,3
2021-02-19,2021,2,February,19,Friday,7,1
2000-04-06,2000,4,April,6,Thursday,14,2
2018-06-06,2018,6,June,6,Wednesday,23,2
2009-11-17,2009,11,November,17,Tuesday,47,4
1991-09-10,1991,9,September,10,Tuesday,37,3
2006-10-10,2006,10,October,10,Tuesday,41,4
1990-02-22,1990,2,February,22,Thursday,8,1
1964-05-27,1964,5,May,27,Wednesday,22,2
2017-02-21,2017,2,February,21,Tuesday,8,1
2021-05-17,2021,5,May,17,Monday,20,2
1989-03-11,1989,3,March,11,Saturday,10,1
1969-05-01,1969,5,May,1,Thursday,18,2
1997-09-24,1997,9,September,24,Wednesday,39,3
1989-06-28,1989,6,June,28,Wednesday,26,2
2005-09-29,2005,9,September,29,Thursday,39,3
2010-12-09,2010,12,December,9,Thursday,49,4
1973-07-26,1973,7,July,26,Thursday,30,3
2020-03-25,2020,3,March,25,Wednesday,13,1
2000-05-27,2000,5,May,27,Saturday,21,2
1979-04-17,1979,4,April,17,Tuesday,16,2
2021-03-24,2021,3,March,24,Wednesday,12,1
1957-10-01,1957,10,October,1,Tuesday,40,4
2016-07-07,2016,7,July,7,Thursday,27,3
2008-06-07,2008,6,June,7,Saturday,23,2
2017-01-27,2017,1,January,27,Friday,4,1
1974-04-29,1974,4,April,29,Monday,18,2
2008-08-09,2008,8,August,9,Saturday,32,3
2021-12-11,2021,12,December,11,Saturday,49,4
2006-04-28,2006,4,April,28,Friday,17,2
1991-09-06,1991,9,September,6,Friday,36,3
1988-03-30,1988,3,March,30,Wednesday,13,1
2013-12-19,2013,12,December,19,Thursday,51,4
2018-11-22,2018,11,November,22,Thursday,47,4
1998-10-28,1998,10,October,28,Wednesday,44,4
2008-11-18,2008,11,November,18,Tuesday,47,4
2014-05-30,2014,5,May,30,Friday,22,2
1970-02-01,1970,2,February,1,Sunday,5,1
2004-12-21,2004,12,December,21,Tuesday,52,4
2011-01-06,2011,1,January,6,Thursday,1,1
2002-02-19,2002,2,February,19,Tuesday,8,1
2020-07-04,2020,7,July,4,Saturday,27,3
2006-06-04,2006,6,June,4,Sunday,22,2
2015-07-16,2015,7,July,16,Thursday,29,3
2019-03-16,2019,3,March,16,Saturday,11,1
2022-04-07,2022,4,April,7,Thursday,14,2
2019-05-05,2019,5,May,5,Sunday,18,2
2008-09-11,2008,9,September,11,Thursday,37,3
2005-06-25,2005,6,June,25,Saturday,25,2
2010-03-18,2010,3,March,18,Thursday,11,1
2012-03-01,2012,3,March,1,Thursday,9,1
1976-12-09,1976,12,December,9,Thursday,50,4
2016-06-07,2016,6,June,7,Tuesday,23,2
1964-04-01,1964,4,April,1,Wednesday,14,2
1986-05-03,1986,5,May,3,Saturday,18,2
1991-05-01,1991,5,May,1,Wednesday,18,2
2007-02-27,2007,2,February,27,Tuesday,9,1
2006-10-23,2006,10,October,23,Monday,43,4
1975-12-01,1975,12,December,1,Monday,49,4
2018-02-24,2018,2,February,24,Saturday,8,1
2000-10-02,2000,10,October,2,Monday,40,4
2006-04-01,2006,4,April,1,Saturday,13,2
2021-07-06,2021,7,July,6,Tuesday,27,3
1993-11-09,1993,11,November,9,Tuesday,45,4
2020-01-28,2020,1,January,28,Tuesday,5,1
1997-01-01,1997,1,January,1,Wednesday,1,1
2011-07-26,2011,7,July,26,Tuesday,30,3
2000-09-12,2000,9,September,12,Tuesday,37,3
1977-10-05,1977,10,October,5,Wednesday,40,4
2018-01-12,2018,1,January,12,Friday,2,1
2018-01-05,2018,1,January,5,Friday,1,1
2018-12-21,2018,12,December,21,Friday,51,4
2020-11-10,2020,11,November,10,Tuesday,46,4
1984-11-19,1984,11,November,19,Monday,47,4
2003-10-03,2003,10,October,3,Friday,40,4
2012-04-01,2012,4,April,1,Sunday,13,2
2016-01-23,2016,1,January,23,Saturday,3,1
2015-10-18,2015,10,October,18,Sunday,42,4
2018-11-10,2018,11,November,10,Saturday,45,4
2020-12-11,2020,12,December,11,Friday,50,4
1958-06-24,1958,6,June,24,Tuesday,26,2
2007-07-10,2007,7,July,10,Tuesday,28,3
2015-08-22,2015,8,August,22,Saturday,34,3
2011-06-15,2011,6,June,15,Wednesday,24,2
1979-04-27,1979,4,April,27,Friday,17,2
2006-09-04,2006,9,September,4,Monday,36,3
2011-01-07,2011,1,January,7,Friday,1,1
2011-09-22,2011,9,September,22,Thursday,38,3
2015-05-04,2015,5,May,4,Monday,19,2
1973-12-11,1973,12,December,11,Tuesday,50,4
2022-03-13,2022,3,March,13,Sunday,10,1
1966-10-26,1966,10,October,26,Wednesday,43,4
1980-08-19,1980,8,August,19,Tuesday,34,3
1970-01-01,1970,1,January,1,Thursday,1,1
1991-06-19,1991,6,June,19,Wednesday,25,2
2021-09-05,2021,9,September,5,Sunday,35,3
2008-02-29,2008,2,February,29,Friday,9,1
2018-07-26,2018,7,July,26,Thursday,30,3
1993-09-03,1993,9,September,3,Friday,35,3
2014-12-15,2014,12,December,15,Monday,51,4
1973-04-22,1973,4,April,22,Sunday,16,2
2008-09-04,2008,9,September,4,Thursday,36,3
1969-09-18,1969,9,September,18,Thursday,38,3
2018-04-05,2018,4,April,5,Thursday,14,2
2020-02-29,2020,2,February,29,Saturday,9,1
1982-12-09,1982,12,December,9,Thursday,49,4
1981-02-06,1981,2,February,6,Friday,6,1
1989-05-01,1989,5,May,1,Monday,18,2
2014-03-29,2014,3,March,29,Saturday,13,1
2008-09-22,2008,9,September,22,Monday,39,3
2004-04-23,2004,4,April,23,Friday,17,2
1981-07-17,1981,7,July,17,Friday,29,3
2018-02-23,2018,2,February,23,Friday,8,1
2021-08-03,2021,8,August,3,Tuesday,31,3
2004-07-21,2004,7,July,21,Wednesday,30,3
2007-11-06,2007,11,November,6,Tuesday,45,4
1998-07-19,1998,7,July,19,Sunday,29,3
2008-06-09,2008,6,June,9,Monday,24,2
2013-12-17,2013,12,December,17,Tuesday,51,4
2006-01-08,2006,1,January,8,Sunday,1,1
2010-07-07,2010,7,July,7,Wednesday,27,3
2012-08-19,2012,8,August,19,Sunday,33,3
1985-10-19,1985,10,October,19,Saturday,42,4
1976-04-18,1976,4,April,18,Sunday,16,2
1958-08-01,1958,8,August,1,Friday,31,3
1987-04-05,1987,4,April,5,Sunday,14,2
2005-04-19,2005,4,April,19,Tuesday,16,2
1972-12-20,1972,12,December,20,Wednesday,51,4
2007-01-06,2007,1,January,6,Saturday,1,1
2020-03-23,2020,3,March,23,Monday,13,1
2006-03-06,2006,3,March,6,Monday,10,1
2013-08-18,2013,8,August,18,Sunday,33,3
2021-12-20,2021,12,December,20,Monday,51,4
2019-04-27,2019,4,April,27,Saturday,17,2
2003-07-19,2003,7,July,19,Saturday,29,3
2008-12-04,2008,12,December,4,Thursday,49,4
1991-08-05,1991,8,August,5,Monday,32,3
2003-02-25,2003,2,February,25,Tuesday,9,1
2021-11-06,2021,11,November,6,Saturday,44,4
2018-12-14,2018,12,December,14,Friday,50,4
1981-12-30,1981,12,December,30,Wednesday,53,4
1989-03-03,1989,3,March,3,Friday,9,1
2001-10-31,2001,10,October,31,Wednesday,44,4
1990-03-07,1990,3,March,7,Wednesday,10,1
2015-03-02,2015,3,March,2,Monday,10,1
1984-02-13,1984,2,February,13,Monday,7,1
2019-10-21,2019,10,October,21,Monday,43,4
1990-07-06,1990,7,July,6,Friday,27,3
2015-02-13,2015,2,February,13,Friday,7,1
2014-09-09,2014,9,September,9,Tuesday,37,3
1971-12-10,1971,12,December,10,Friday,49,4
2002-10-22,2002,10,October,22,Tuesday,43,4
2018-01-24,2018,1,January,24,Wednesday,4,1
1988-01-30,1988,1,January,30,Saturday,4,1
2008-07-07,2008,7,July,7,Monday,28,3
2014-11-20,2014,11,November,20,Thursday,47,4
1968-07-19,1968,7,July,19,Friday,29,3
1976-02-01,1976,2,February,1,Sunday,5,1
1993-02-10,1993,2,February,10,Wednesday,6,1
2019-08-19,2019,8,August,19,Monday,34,3
1972-05-29,1972,5,May,29,Monday,22,2
2017-08-20,2017,8,August,20,Sunday,33,3
1976-10-01,1976,10,October,1,Friday,40,4
2012-12-11,2012,12,December,11,Tuesday,50,4
2018-10-22,2018,10,October,22,Monday,43,4
2007-02-15,2007,2,February,15,Thursday,7,1
2013-02-22,2013,2,February,22,Friday,8,1
1970-05-15,1970,5,May,15,Friday,20,2
2010-09-24,2010,9,September,24,Friday,38,3
2014-05-09,2014,5,May,9,Friday,19,2
1964-03-18,1964,3,March,18,Wednesday,12,1
2007-05-09,2007,5,May,9,Wednesday,19,2
1986-09-24,1986,9,September,24,Wednesday,39,3
1985-04-01,1985,4,April,1,Monday,14,2
2013-11-01,2013,11,November,1,Friday,44,4
2017-09-19,2017,9,September,19,Tuesday,38,3
1951-10-01,1951,10,October,1,Monday,40,4
2020-03-17,2020,3,March,17,Tuesday,12,1
1994-10-05,1994,10,October,5,Wednesday,40,4
2021-02-22,2021,2,February,22,Monday,8,1
1967-06-27,1967,6,June,27,Tuesday,26,2
1960-12-08,1960,12,December,8,Thursday,49,4
1989-04-13,1989,4,April,13,Thursday,15,2
1960-05-01,1960,5,May,1,Sunday,17,2
2013-01-30,2013,1,January,30,Wednesday,5,1
2016-10-30,2016,10,October,30,Sunday,43,4
2018-09-30,2018,9,September,30,Sunday,39,3
2004-06-11,2004,6,June,11,Friday,24,2
1959-04-29,1959,4,April,29,Wednesday,18,2
1998-08-06,1998,8,August,6,Thursday,32,3
1952-07-18,1952,7,July,18,Friday,29,3
2003-08-05,2003,8,August,5,Tuesday,32,3
2012-12-21,2012,12,December,21,Friday,51,4
1995-01-04,1995,1,January,4,Wednesday,1,1
1984-02-04,1984,2,February,4,Saturday,5,1
2000-12-01,2000,12,December,1,Friday,48,4
1958-05-11,1958,5,May,11,Sunday,19,2
1970-02-16,1970,2,February,16,Monday,8,1
2019-05-22,2019,5,May,22,Wednesday,21,2
2016-12-13,2016,12,December,13,Tuesday,50,4
2004-08-24,2004,8,August,24,Tuesday,35,3
1978-02-16,1978,2,February,16,Thursday,7,1
2017-08-15,2017,8,August,15,Tuesday,33,3
1991-07-24,1991,7,July,24,Wednesday,30,3
2019-01-23,2019,1,January,23,Wednesday,4,1
2010-12-19,2010,12,December,19,Sunday,50,4
2008-01-26,2008,1,January,26,Saturday,4,1
2018-05-14,2018,5,May,14,Monday,20,2
1999-10-23,1999,10,October,23,Saturday,42,4
2008-08-21,2008,8,August,21,Thursday,34,3
2014-03-25,2014,3,March,25,Tuesday,13,1
2010-09-02,2010,9,September,2,Thursday,35,3
1992-09-02,1992,9,September,2,Wednesday,36,3
2006-03-08,2006,3,March,8,Wednesday,10,1
2005-09-03,2005,9,September,3,Saturday,35,3
1983-05-20,1983,5,May,20,Friday,20,2
1966-04-06,1966,4,April,6,Wednesday,14,2
1988-12-30,1988,12,December,30,Friday,52,4
1989-06-09,1989,6,June,9,Friday,23,2
1998-11-15,1998,11,November,15,Sunday,46,4
1985-10-13,1985,10,October,13,Sunday,41,4
1957-04-11,1957,4,April,11,Thursday,15,2
2013-04-19,2013,4,April,19,Friday,16,2
2015-02-22,2015,2,February,22,Sunday,8,1
2007-09-11,2007,9,September,11,Tuesday,37,3
2000-05-18,2000,5,May,18,Thursday,20,2
2006-12-08,2006,12,December,8,Friday,49,4
1976-01-02,1976,1,January,2,Friday,1,1
1974-09-24,1974,9,September,24,Tuesday,39,3
2006-03-01,2006,3,March,1,Wednesday,9,1
1972-09-22,1972,9,September,22,Friday,38,3
1994-04-20,1994,4,April,20,Wednesday,16,2
2020-06-10,2020,6,June,10,Wednesday,24,2
2010-09-18,2010,9,September,18,Saturday,37,3
2013-06-22,2013,6,June,22,Saturday,25,2
2009-09-03,2009,9,September,3,Thursday,36,3
2007-03-27,2007,3,March,27,Tuesday,13,1
1961-10-27,1961,10,October,27,Friday,43,4
2005-12-04,2005,12,December,4,Sunday,48,4
2012-05-14,2012,5,May,14,Monday,20,2
2010-05-18,2010,5,May,18,Tuesday,20,2
2014-10-13,2014,10,October,13,Monday,42,4
2017-05-22,2017,5,May,22,Monday,21,2
2009-12-19,2009,12,December,19,Saturday,51,4
1969-01-19,1969,1,January,19,Sunday,3,1
2014-01-11,2014,1,January,11,Saturday,2,1
1983-07-12,1983,7,July,12,Tuesday,28,3
2007-09-15,2007,9,September,15,Saturday,37,3
2015-02-06,2015,2,February,6,Friday,6,1
2012-05-22,2012,5,May,22,Tuesday,21,2
1984-07-14,1984,7,July,14,Saturday,28,3
2021-11-05,2021,11,November,5,Friday,44,4
1969-03-21,1969,3,March,21,Friday,12,1
1978-02-08,1978,2,February,8,Wednesday,6,1
1966-04-09,1966,4,April,9,Saturday,14,2
2006-06-18,2006,6,June,18,Sunday,24,2
2014-09-10,2014,9,September,10,Wednesday,37,3
2017-05-17,2017,5,May,17,Wednesday,20,2
1997-02-25,1997,2,February,25,Tuesday,9,1
2004-01-09,2004,1,January,9,Friday,2,1
1958-01-03,1958,1,January,3,Friday,1,1
1975-01-18,1975,1,January,18,Saturday,3,1
2014-03-13,2014,3,March,13,Thursday,11,1
2002-09-27,2002,9,September,27,Friday,39,3
2011-10-30,2011,10,October,30,Sunday,43,4
2010-07-26,2010,7,July,26,Monday,30,3
1962-04-22,1962,4,April,22,Sunday,16,2
2009-04-09,2009,4,April,9,Thursday,15,2
2011-01-24,2011,1,January,24,Monday,4,1
2000-08-29,2000,8,August,29,Tuesday,35,3
2009-10-02,2009,10,October,2,Friday,40,4
2004-06-13,2004,6,June,13,Sunday,24,2
2009-12-24,2009,12,December,24,Thursday,52,4
2020-03-08,2020,3,March,8,Sunday,10,1
2006-12-17,2006,12,December,17,Sunday,50,4
2003-06-17,2003,6,June,17,Tuesday,25,2
2010-03-25,2010,3,March,25,Thursday,12,1
2015-02-01,2015,2,February,1,Sunday,5,1
2013-01-12,2013,1,January,12,Saturday,2,1
2011-07-02,2011,7,July,2,Saturday,26,3
1988-01-03,1988,1,January,3,Sunday,53,1
2010-03-19,2010,3,March,19,Friday,11,1
1965-10-29,1965,10,October,29,Friday,43,4
1986-07-03,1986,7,July,3,Thursday,27,3
1976-12-24,1976,12,December,24,Friday,52,4
2022-01-04,2022,1,January,4,Tuesday,1,1
1981-02-24,1981,2,February,24,Tuesday,9,1
2013-05-01,2013,5,May,1,Wednesday,18,2
1988-03-12,1988,3,March,12,Saturday,10,1
1993-11-06,1993,11,November,6,Saturday,44,4
1960-04-10,1960,4,April,10,Sunday,14,2
2014-12-22,2014,12,December,22,Monday,52,4
2011-03-27,2011,3,March,27,Sunday,12,1
1988-09-01,1988,9,September,1,Thursday,35,3
1973-09-24,1973,9,September,24,Monday,39,3
2000-02-10,2000,2,February,10,Thursday,6,1
2015-04-24,2015,4,April,24,Friday,17,2
2002-08-02,2002,8,August,2,Friday,31,3
1984-12-27,1984,12,December,27,Thursday,52,4
1978-05-12,1978,5,May,12,Friday,19,2
2007-10-05,2007,10,October,5,Friday,40,4
2018-07-07,2018,7,July,7,Saturday,27,3
1960-12-22,1960,12,December,22,Thursday,51,4
1971-05-03,1971,5,May,3,Monday,18,2
1989-08-10,1989,8,August,10,Thursday,32,3
1993-07-10,1993,7,July,10,Saturday,27,3
2013-09-07,2013,9,September,7,Saturday,36,3
2009-01-31,2009,1,January,31,Saturday,5,1
2022-07-03,2022,7,July,3,Sunday,26,3
1987-07-11,1987,7,July,11,Saturday,28,3
2017-04-19,2017,4,April,19,Wednesday,16,2
2000-03-31,2000,3,March,31,Friday,13,1
2001-06-01,2001,6,June,1,Friday,22,2
2002-09-13,2002,9,September,13,Friday,37,3
2010-12-14,2010,12,December,14,Tuesday,50,4
2012-08-01,2012,8,August,1,Wednesday,31,3
1990-08-11,1990,8,August,11,Saturday,32,3
1987-01-29,1987,1,January,29,Thursday,5,1
1986-08-23,1986,8,August,23,Saturday,34,3
2004-07-11,2004,7,July,11,Sunday,28,3
1980-12-03,1980,12,December,3,Wednesday,49,4
2007-06-27,2007,6,June,27,Wednesday,26,2
1978-04-20,1978,4,April,20,Thursday,16,2
1975-05-14,1975,5,May,14,Wednesday,20,2
2006-12-02,2006,12,December,2,Saturday,48,4
2012-11-11,2012,11,November,11,Sunday,45,4
1982-01-11,1982,1,January,11,Monday,2,1
2011-11-05,2011,11,November,5,Saturday,44,4
2009-06-08,2009,6,June,8,Monday,24,2
1995-01-19,1995,1,January,19,Thursday,3,1
2013-11-24,2013,11,November,24,Sunday,47,4
2015-08-23,2015,8,August,23,Sunday,34,3
2021-06-19,2021,6,June,19,Saturday,24,2
1990-02-02,1990,2,February,2,Friday,5,1
2018-05-06,2018,5,May,6,Sunday,18,2
2008-07-25,2008,7,July,25,Friday,30,3
2021-11-20,2021,11,November,20,Saturday,46,4
1980-10-22,1980,10,October,22,Wednesday,43,4
1959-02-27,1959,2,February,27,Friday,9,1
1983-11-03,1983,11,November,3,Thursday,44,4
1982-06-01,1982,6,June,1,Tuesday,22,2
2012-11-28,2012,11,November,28,Wednesday,48,4
2006-05-09,2006,5,May,9,Tuesday,19,2
2019-12-07,2019,12,December,7,Saturday,49,4
2010-10-07,2010,10,October,7,Thursday,40,4
1983-09-09,1983,9,September,9,Friday,36,3
1989-04-15,1989,4,April,15,Saturday,15,2
1990-01-01,1990,1,January,1,Monday,1,1
1969-01-01,1969,1,January,1,Wednesday,1,1
2014-12-05,2014,12,December,5,Friday,49,4
2020-05-10,2020,5,May,10,Sunday,19,2
2009-08-17,2009,8,August,17,Monday,34,3
2013-11-08,2013,11,November,8,Friday,45,4
1969-04-25,1969,4,April,25,Friday,17,2
2013-01-13,2013,1,January,13,Sunday,2,1
1968-11-09,1968,11,November,9,Saturday,45,4
1954-05-01,1954,5,May,1,Saturday,17,2
2011-10-01,2011,10,October,1,Saturday,39,4
2004-04-04,2004,4,April,4,Sunday,14,2
2008-08-19,2008,8,August,19,Tuesday,34,3
2000-06-01,2000,6,June,1,Thursday,22,2
2002-11-05,2002,11,November,5,Tuesday,45,4
2008-12-12,2008,12,December,12,Friday,50,4
1979-08-31,1979,8,August,31,Friday,35,3
2004-07-25,2004,7,July,25,Sunday,30,3
1998-06-12,1998,6,June,12,Friday,24,2
2009-08-07,2009,8,August,7,Friday,32,3
1997-09-17,1997,9,September,17,Wednesday,38,3
1977-11-11,1977,11,November,11,Friday,45,4
1971-03-17,1971,3,March,17,Wednesday,11,1
2011-08-29,2011,8,August,29,Monday,35,3
1973-12-07,1973,12,December,7,Friday,49,4
2007-12-30,2007,12,December,30,Sunday,52,4
2014-12-31,2014,12,December,31,Wednesday,1,4
2007-01-31,2007,1,January,31,Wednesday,5,1
2005-05-06,2005,5,May,6,Friday,18,2
2017-12-06,2017,12,December,6,Wednesday,49,4
1995-09-09,1995,9,September,9,Saturday,36,3
2011-03-09,2011,3,March,9,Wednesday,10,1
2008-12-22,2008,12,December,22,Monday,52,4
1973-11-24,1973,11,November,24,Saturday,47,4
2019-07-16,2019,7,July,16,Tuesday,29,3
2018-06-02,2018,6,June,2,Saturday,22,2
2005-09-13,2005,9,September,13,Tuesday,37,3
2022-04-29,2022,4,April,29,Friday,17,2
